State,Year,Quarter,Reg_name,Reg_users
himachal-pradesh,2022,3,solan,457393
himachal-pradesh,2022,3,kangra,449619
himachal-pradesh,2022,3,shimla,296508
himachal-pradesh,2022,3,mandi,273475
himachal-pradesh,2022,3,sirmaur,171743
himachal-pradesh,2022,3,hamirpur,160759
himachal-pradesh,2022,3,kullu,156387
himachal-pradesh,2022,3,una,148148
himachal-pradesh,2022,3,bilaspur,115654
himachal-pradesh,2022,3,chamba,114576
madhya-pradesh,2021,3,indore,2028266
madhya-pradesh,2021,3,bhopal,1531544
madhya-pradesh,2021,3,gwalior,809887
madhya-pradesh,2021,3,jabalpur,745631
madhya-pradesh,2021,3,ujjain,596195
madhya-pradesh,2021,3,sagar,501819
madhya-pradesh,2021,3,dhar,483901
madhya-pradesh,2021,3,rewa,466895
madhya-pradesh,2021,3,chhindwara,462834
madhya-pradesh,2021,3,satna,426929
madhya-pradesh,2020,3,indore,1524036
madhya-pradesh,2020,3,bhopal,1162000
madhya-pradesh,2020,3,gwalior,603096
madhya-pradesh,2020,3,jabalpur,555235
madhya-pradesh,2020,3,ujjain,436068
madhya-pradesh,2020,3,sagar,368745
madhya-pradesh,2020,3,dhar,346394
madhya-pradesh,2020,3,rewa,343897
madhya-pradesh,2020,3,chhindwara,336306
madhya-pradesh,2020,3,satna,311884
madhya-pradesh,2023,3,indore,2996261
madhya-pradesh,2023,3,bhopal,2265685
madhya-pradesh,2023,3,gwalior,1215484
madhya-pradesh,2023,3,jabalpur,1108465
madhya-pradesh,2023,3,ujjain,905474
madhya-pradesh,2023,3,sagar,761623
madhya-pradesh,2023,3,dhar,740878
madhya-pradesh,2023,3,rewa,708385
madhya-pradesh,2023,3,chhindwara,698604
madhya-pradesh,2023,3,satna,649398
madhya-pradesh,2018,3,indore,585621
madhya-pradesh,2018,3,bhopal,474192
madhya-pradesh,2018,3,gwalior,236305
madhya-pradesh,2018,3,jabalpur,193535
madhya-pradesh,2018,3,ujjain,143770
madhya-pradesh,2018,3,sagar,128283
madhya-pradesh,2018,3,rewa,125803
madhya-pradesh,2018,3,dhar,110726
madhya-pradesh,2018,3,chhindwara,109266
madhya-pradesh,2018,3,dewas,105774
madhya-pradesh,2019,3,indore,1071598
madhya-pradesh,2019,3,bhopal,846170
madhya-pradesh,2019,3,gwalior,417846
madhya-pradesh,2019,3,jabalpur,380209
madhya-pradesh,2019,3,ujjain,280589
madhya-pradesh,2019,3,sagar,243729
madhya-pradesh,2019,3,rewa,232367
madhya-pradesh,2019,3,chhindwara,214945
madhya-pradesh,2019,3,dhar,214712
madhya-pradesh,2019,3,satna,203019
madhya-pradesh,2022,3,indore,2537328
madhya-pradesh,2022,3,bhopal,1915532
madhya-pradesh,2022,3,gwalior,1022539
madhya-pradesh,2022,3,jabalpur,935649
madhya-pradesh,2022,3,ujjain,758373
madhya-pradesh,2022,3,sagar,638100
madhya-pradesh,2022,3,dhar,618777
madhya-pradesh,2022,3,rewa,594588
madhya-pradesh,2022,3,chhindwara,587412
madhya-pradesh,2022,3,satna,544011
sikkim,2021,3,east,106352
sikkim,2021,3,south,38616
sikkim,2021,3,west,24132
sikkim,2021,3,north,15593
sikkim,2020,3,east,78018
sikkim,2020,3,south,28038
sikkim,2020,3,west,17400
sikkim,2020,3,north,11317
sikkim,2023,3,east,156600
sikkim,2023,3,south,57259
sikkim,2023,3,west,35808
sikkim,2023,3,north,23162
sikkim,2018,3,east,23460
sikkim,2018,3,south,6943
sikkim,2018,3,west,4042
sikkim,2018,3,north,3192
sikkim,2019,3,east,49404
sikkim,2019,3,south,16016
sikkim,2019,3,west,9481
sikkim,2019,3,north,7227
sikkim,2022,3,east,133152
sikkim,2022,3,south,48673
sikkim,2022,3,west,30513
sikkim,2022,3,north,19687
odisha,2021,3,khordha,1618171
odisha,2021,3,cuttack,900706
odisha,2021,3,ganjam,831869
odisha,2021,3,baleshwar,641826
odisha,2021,3,jajapur,558822
odisha,2021,3,sundargarh,520155
odisha,2021,3,puri,497069
odisha,2021,3,bhadrak,423068
odisha,2021,3,kendujhar,410049
odisha,2021,3,mayurbhanj,371425
odisha,2020,3,khordha,1232760
odisha,2020,3,cuttack,676102
odisha,2020,3,ganjam,611699
odisha,2020,3,baleshwar,481741
odisha,2020,3,jajapur,417525
odisha,2020,3,sundargarh,381666
odisha,2020,3,puri,369877
odisha,2020,3,bhadrak,314312
odisha,2020,3,kendujhar,302384
odisha,2020,3,mayurbhanj,270844
odisha,2023,3,khordha,2395932
odisha,2023,3,cuttack,1349987
odisha,2023,3,ganjam,1256950
odisha,2023,3,baleshwar,967259
odisha,2023,3,jajapur,845882
odisha,2023,3,sundargarh,783750
odisha,2023,3,puri,746565
odisha,2023,3,bhadrak,637667
odisha,2023,3,kendujhar,624670
odisha,2023,3,mayurbhanj,568108
odisha,2018,3,khordha,499472
odisha,2018,3,cuttack,239067
odisha,2018,3,ganjam,217114
odisha,2018,3,baleshwar,180370
odisha,2018,3,jajapur,149049
odisha,2018,3,sundargarh,130288
odisha,2018,3,puri,124859
odisha,2018,3,kendujhar,108387
odisha,2018,3,bhadrak,105030
odisha,2018,3,anugul,97856
odisha,2019,3,khordha,916565
odisha,2019,3,cuttack,472851
odisha,2019,3,ganjam,414068
odisha,2019,3,baleshwar,329289
odisha,2019,3,jajapur,290776
odisha,2019,3,sundargarh,253356
odisha,2019,3,puri,247141
odisha,2019,3,bhadrak,208757
odisha,2019,3,kendujhar,208218
odisha,2019,3,anugul,187022
odisha,2022,3,khordha,2025108
odisha,2022,3,cuttack,1135881
odisha,2022,3,ganjam,1054407
odisha,2022,3,baleshwar,812109
odisha,2022,3,jajapur,709685
odisha,2022,3,sundargarh,658859
odisha,2022,3,puri,627710
odisha,2022,3,bhadrak,535581
odisha,2022,3,kendujhar,523219
odisha,2022,3,mayurbhanj,475312
punjab,2021,3,ludhiana,1296796
punjab,2021,3,sas nagar,723884
punjab,2021,3,amritsar,525756
punjab,2021,3,jalandhar,494582
punjab,2021,3,patiala,486329
punjab,2021,3,bathinda,333661
punjab,2021,3,fazilka,287001
punjab,2021,3,sangrur,282372
punjab,2021,3,hoshiarpur,240996
punjab,2021,3,gurdaspur,217927
punjab,2020,3,ludhiana,944936
punjab,2020,3,sas nagar,540527
punjab,2020,3,amritsar,383166
punjab,2020,3,jalandhar,359980
punjab,2020,3,patiala,358126
punjab,2020,3,bathinda,245674
punjab,2020,3,fazilka,208929
punjab,2020,3,sangrur,204491
punjab,2020,3,hoshiarpur,173002
punjab,2020,3,gurdaspur,155619
punjab,2023,3,ludhiana,1957125
punjab,2023,3,sas nagar,1062990
punjab,2023,3,amritsar,771321
punjab,2023,3,jalandhar,732473
punjab,2023,3,patiala,715678
punjab,2023,3,bathinda,495871
punjab,2023,3,fazilka,431814
punjab,2023,3,sangrur,418793
punjab,2023,3,hoshiarpur,358108
punjab,2023,3,gurdaspur,320776
punjab,2018,3,ludhiana,296414
punjab,2018,3,sas nagar,201458
punjab,2018,3,patiala,113902
punjab,2018,3,amritsar,108935
punjab,2018,3,jalandhar,104824
punjab,2018,3,bathinda,88508
punjab,2018,3,fazilka,73785
punjab,2018,3,sangrur,64978
punjab,2018,3,hoshiarpur,45862
punjab,2018,3,gurdaspur,39920
punjab,2019,3,ludhiana,601479
punjab,2019,3,sas nagar,385263
punjab,2019,3,amritsar,238628
punjab,2019,3,patiala,229488
punjab,2019,3,jalandhar,225027
punjab,2019,3,bathinda,162800
punjab,2019,3,fazilka,132573
punjab,2019,3,sangrur,127329
punjab,2019,3,hoshiarpur,99272
punjab,2019,3,gurdaspur,87043
punjab,2022,3,ludhiana,1644780
punjab,2022,3,sas nagar,904073
punjab,2022,3,amritsar,656700
punjab,2022,3,jalandhar,621327
punjab,2022,3,patiala,608884
punjab,2022,3,bathinda,420285
punjab,2022,3,fazilka,363909
punjab,2022,3,sangrur,355769
punjab,2022,3,hoshiarpur,303683
punjab,2022,3,gurdaspur,273518
delhi,2021,3,west,1785309
delhi,2021,3,south east delhi,1441462
delhi,2021,3,north west,1254464
delhi,2021,3,new delhi,1185588
delhi,2021,3,central delhi,1184217
delhi,2021,3,north,1022251
delhi,2021,3,south west,971552
delhi,2021,3,east,898137
delhi,2021,3,south,855177
delhi,2021,3,shahdara,730209
delhi,2020,3,west,1343895
delhi,2020,3,south east delhi,1088989
delhi,2020,3,north west,946954
delhi,2020,3,new delhi,912051
delhi,2020,3,central delhi,888536
delhi,2020,3,north,763389
delhi,2020,3,south west,739034
delhi,2020,3,east,685955
delhi,2020,3,south,651616
delhi,2020,3,shahdara,543831
delhi,2023,3,west,2641529
delhi,2023,3,south east delhi,2133173
delhi,2023,3,north west,1866671
delhi,2023,3,central delhi,1754227
delhi,2023,3,new delhi,1744588
delhi,2023,3,north,1528582
delhi,2023,3,south west,1435544
delhi,2023,3,east,1322844
delhi,2023,3,south,1254751
delhi,2023,3,shahdara,1086372
delhi,2018,3,west,515854
delhi,2018,3,south east delhi,423177
delhi,2018,3,north west,376806
delhi,2018,3,new delhi,363140
delhi,2018,3,central delhi,340549
delhi,2018,3,south west,297663
delhi,2018,3,north,290251
delhi,2018,3,east,280847
delhi,2018,3,south,264628
delhi,2018,3,shahdara,192430
delhi,2019,3,west,1008836
delhi,2019,3,south east delhi,821304
delhi,2019,3,north west,709448
delhi,2019,3,new delhi,705546
delhi,2019,3,central delhi,658985
delhi,2019,3,south west,567496
delhi,2019,3,north,554029
delhi,2019,3,east,532254
delhi,2019,3,south,498200
delhi,2019,3,shahdara,391827
delhi,2022,3,west,2235907
delhi,2022,3,south east delhi,1804123
delhi,2022,3,north west,1575473
delhi,2022,3,central delhi,1483786
delhi,2022,3,new delhi,1479669
delhi,2022,3,north,1288507
delhi,2022,3,south west,1215697
delhi,2022,3,east,1121596
delhi,2022,3,south,1065631
delhi,2022,3,shahdara,917096
chhattisgarh,2021,3,raipur,917950
chhattisgarh,2021,3,durg,568361
chhattisgarh,2021,3,bilaspur,474660
chhattisgarh,2021,3,raigarh,354087
chhattisgarh,2021,3,janjgir champa,346366
chhattisgarh,2021,3,korba,279897
chhattisgarh,2021,3,rajnandgaon,232140
chhattisgarh,2021,3,baloda bazar,205941
chhattisgarh,2021,3,surguja,171276
chhattisgarh,2021,3,mahasamund,161893
chhattisgarh,2020,3,raipur,679027
chhattisgarh,2020,3,durg,426052
chhattisgarh,2020,3,bilaspur,349586
chhattisgarh,2020,3,raigarh,259581
chhattisgarh,2020,3,janjgir champa,254275
chhattisgarh,2020,3,korba,204448
chhattisgarh,2020,3,rajnandgaon,166416
chhattisgarh,2020,3,baloda bazar,150975
chhattisgarh,2020,3,surguja,124081
chhattisgarh,2020,3,mahasamund,116370
chhattisgarh,2023,3,raipur,1360842
chhattisgarh,2023,3,durg,834591
chhattisgarh,2023,3,bilaspur,705698
chhattisgarh,2023,3,raigarh,532938
chhattisgarh,2023,3,janjgir champa,518847
chhattisgarh,2023,3,korba,418027
chhattisgarh,2023,3,rajnandgaon,346368
chhattisgarh,2023,3,baloda bazar,309128
chhattisgarh,2023,3,surguja,258533
chhattisgarh,2023,3,mahasamund,243585
chhattisgarh,2018,3,raipur,231146
chhattisgarh,2018,3,durg,150753
chhattisgarh,2018,3,bilaspur,119415
chhattisgarh,2018,3,raigarh,89911
chhattisgarh,2018,3,janjgir champa,77834
chhattisgarh,2018,3,korba,68746
chhattisgarh,2018,3,rajnandgaon,50271
chhattisgarh,2018,3,baloda bazar,43335
chhattisgarh,2018,3,surguja,40025
chhattisgarh,2018,3,mahasamund,36628
chhattisgarh,2019,3,raipur,455785
chhattisgarh,2019,3,durg,289803
chhattisgarh,2019,3,bilaspur,230364
chhattisgarh,2019,3,raigarh,170447
chhattisgarh,2019,3,janjgir champa,161232
chhattisgarh,2019,3,korba,131850
chhattisgarh,2019,3,rajnandgaon,101617
chhattisgarh,2019,3,baloda bazar,93416
chhattisgarh,2019,3,surguja,79170
chhattisgarh,2019,3,mahasamund,72039
chhattisgarh,2022,3,raipur,1150501
chhattisgarh,2022,3,durg,707241
chhattisgarh,2022,3,bilaspur,596003
chhattisgarh,2022,3,raigarh,448366
chhattisgarh,2022,3,janjgir champa,436349
chhattisgarh,2022,3,korba,352198
chhattisgarh,2022,3,rajnandgaon,292804
chhattisgarh,2022,3,baloda bazar,260632
chhattisgarh,2022,3,surguja,217313
chhattisgarh,2022,3,mahasamund,205270
kerala,2021,3,ernakulam,1289089
kerala,2021,3,thiruvananthapuram,878444
kerala,2021,3,kozhikode,789078
kerala,2021,3,malappuram,773963
kerala,2021,3,thrissur,681187
kerala,2021,3,kannur,568613
kerala,2021,3,kollam,551267
kerala,2021,3,palakkad,548776
kerala,2021,3,alappuzha,471228
kerala,2021,3,kottayam,445540
kerala,2020,3,ernakulam,917356
kerala,2020,3,thiruvananthapuram,624681
kerala,2020,3,kozhikode,554275
kerala,2020,3,malappuram,533108
kerala,2020,3,thrissur,479671
kerala,2020,3,kannur,400107
kerala,2020,3,kollam,385866
kerala,2020,3,palakkad,384712
kerala,2020,3,alappuzha,330393
kerala,2020,3,kottayam,311954
kerala,2023,3,ernakulam,1897604
kerala,2023,3,thiruvananthapuram,1288756
kerala,2023,3,kozhikode,1142968
kerala,2023,3,malappuram,1122286
kerala,2023,3,thrissur,1000321
kerala,2023,3,kannur,828310
kerala,2023,3,kollam,817493
kerala,2023,3,palakkad,807530
kerala,2023,3,alappuzha,702662
kerala,2023,3,kottayam,660585
kerala,2018,3,ernakulam,263779
kerala,2018,3,thiruvananthapuram,147475
kerala,2018,3,kozhikode,136469
kerala,2018,3,malappuram,134338
kerala,2018,3,thrissur,115170
kerala,2018,3,kannur,91537
kerala,2018,3,palakkad,91071
kerala,2018,3,kottayam,77331
kerala,2018,3,kollam,77192
kerala,2018,3,alappuzha,71052
kerala,2019,3,ernakulam,553200
kerala,2019,3,thiruvananthapuram,340900
kerala,2019,3,kozhikode,294333
kerala,2019,3,malappuram,282514
kerala,2019,3,thrissur,259366
kerala,2019,3,kannur,204129
kerala,2019,3,palakkad,202761
kerala,2019,3,kollam,183743
kerala,2019,3,kottayam,169581
kerala,2019,3,alappuzha,166845
kerala,2022,3,ernakulam,1611052
kerala,2022,3,thiruvananthapuram,1095580
kerala,2022,3,kozhikode,978992
kerala,2022,3,malappuram,961854
kerala,2022,3,thrissur,851462
kerala,2022,3,kannur,708205
kerala,2022,3,kollam,692226
kerala,2022,3,palakkad,687131
kerala,2022,3,alappuzha,593932
kerala,2022,3,kottayam,560099
maharashtra,2021,3,pune,7398336
maharashtra,2021,3,thane,4597394
maharashtra,2021,3,mumbai suburban,4444495
maharashtra,2021,3,nashik,2352259
maharashtra,2021,3,nagpur,2020264
maharashtra,2021,3,aurangabad,1671665
maharashtra,2021,3,mumbai,1659663
maharashtra,2021,3,ahmednagar,1539300
maharashtra,2021,3,palghar,1410321
maharashtra,2021,3,solapur,1380100
maharashtra,2020,3,pune,5546002
maharashtra,2020,3,thane,3401853
maharashtra,2020,3,mumbai suburban,3304696
maharashtra,2020,3,nashik,1752191
maharashtra,2020,3,nagpur,1502777
maharashtra,2020,3,aurangabad,1244879
maharashtra,2020,3,mumbai,1234355
maharashtra,2020,3,ahmednagar,1123648
maharashtra,2020,3,palghar,1034468
maharashtra,2020,3,solapur,1012518
maharashtra,2023,3,pune,10780092
maharashtra,2023,3,thane,6802106
maharashtra,2023,3,mumbai suburban,6560867
maharashtra,2023,3,nashik,3481028
maharashtra,2023,3,nagpur,2995471
maharashtra,2023,3,aurangabad,2485041
maharashtra,2023,3,mumbai,2450770
maharashtra,2023,3,ahmednagar,2297997
maharashtra,2023,3,palghar,2118552
maharashtra,2023,3,solapur,2050042
maharashtra,2018,3,pune,1974138
maharashtra,2018,3,mumbai suburban,1218632
maharashtra,2018,3,thane,1104206
maharashtra,2018,3,nashik,552556
maharashtra,2018,3,nagpur,487280
maharashtra,2018,3,aurangabad,428394
maharashtra,2018,3,mumbai,410878
maharashtra,2018,3,ahmednagar,344804
maharashtra,2018,3,solapur,331428
maharashtra,2018,3,palghar,312322
maharashtra,2019,3,pune,4004991
maharashtra,2019,3,mumbai suburban,2407754
maharashtra,2019,3,thane,2396815
maharashtra,2019,3,nashik,1155897
maharashtra,2019,3,nagpur,1015333
maharashtra,2019,3,mumbai,889541
maharashtra,2019,3,aurangabad,841802
maharashtra,2019,3,ahmednagar,705492
maharashtra,2019,3,palghar,691229
maharashtra,2019,3,raigad,679155
maharashtra,2022,3,pune,9194074
maharashtra,2022,3,thane,5757165
maharashtra,2022,3,mumbai suburban,5555095
maharashtra,2022,3,nashik,2948824
maharashtra,2022,3,nagpur,2532986
maharashtra,2022,3,aurangabad,2101234
maharashtra,2022,3,mumbai,2074701
maharashtra,2022,3,ahmednagar,1940071
maharashtra,2022,3,palghar,1781265
maharashtra,2022,3,solapur,1733556
tamil-nadu,2021,3,chennai,2124347
tamil-nadu,2021,3,thiruvallur,1744228
tamil-nadu,2021,3,coimbatore,1494350
tamil-nadu,2021,3,chengalpattu,1438295
tamil-nadu,2021,3,kancheepuram,1025651
tamil-nadu,2021,3,tiruppur,891753
tamil-nadu,2021,3,salem,798213
tamil-nadu,2021,3,madurai,725021
tamil-nadu,2021,3,krishnagiri,683549
tamil-nadu,2021,3,tiruchirappalli,607438
tamil-nadu,2020,3,chennai,1566152
tamil-nadu,2020,3,thiruvallur,1260923
tamil-nadu,2020,3,coimbatore,1073680
tamil-nadu,2020,3,chengalpattu,1064263
tamil-nadu,2020,3,kancheepuram,744437
tamil-nadu,2020,3,tiruppur,625391
tamil-nadu,2020,3,salem,564858
tamil-nadu,2020,3,madurai,516447
tamil-nadu,2020,3,krishnagiri,480568
tamil-nadu,2020,3,tiruchirappalli,433221
tamil-nadu,2023,3,chennai,3098864
tamil-nadu,2023,3,thiruvallur,2582607
tamil-nadu,2023,3,coimbatore,2200165
tamil-nadu,2023,3,chengalpattu,2109212
tamil-nadu,2023,3,kancheepuram,1519225
tamil-nadu,2023,3,tiruppur,1341973
tamil-nadu,2023,3,salem,1191010
tamil-nadu,2023,3,madurai,1076620
tamil-nadu,2023,3,krishnagiri,1023066
tamil-nadu,2023,3,tiruchirappalli,903048
tamil-nadu,2018,3,chennai,511138
tamil-nadu,2018,3,thiruvallur,381620
tamil-nadu,2018,3,chengalpattu,368413
tamil-nadu,2018,3,coimbatore,318461
tamil-nadu,2018,3,kancheepuram,239985
tamil-nadu,2018,3,tiruppur,172195
tamil-nadu,2018,3,salem,164489
tamil-nadu,2018,3,madurai,138064
tamil-nadu,2018,3,krishnagiri,128769
tamil-nadu,2018,3,tiruchirappalli,119661
tamil-nadu,2019,3,chennai,1090190
tamil-nadu,2019,3,thiruvallur,828137
tamil-nadu,2019,3,chengalpattu,744424
tamil-nadu,2019,3,coimbatore,669547
tamil-nadu,2019,3,kancheepuram,503192
tamil-nadu,2019,3,tiruppur,371296
tamil-nadu,2019,3,salem,342259
tamil-nadu,2019,3,madurai,305793
tamil-nadu,2019,3,krishnagiri,290478
tamil-nadu,2019,3,tiruchirappalli,261919
tamil-nadu,2022,3,chennai,2635738
tamil-nadu,2022,3,thiruvallur,2183990
tamil-nadu,2022,3,coimbatore,1867655
tamil-nadu,2022,3,chengalpattu,1791530
tamil-nadu,2022,3,kancheepuram,1284243
tamil-nadu,2022,3,tiruppur,1128474
tamil-nadu,2022,3,salem,1005031
tamil-nadu,2022,3,madurai,910111
tamil-nadu,2022,3,krishnagiri,862231
tamil-nadu,2022,3,tiruchirappalli,763327
puducherry,2021,3,puducherry,332193
puducherry,2021,3,karaikal,39011
puducherry,2021,3,yanam,14823
puducherry,2021,3,mahe,10582
puducherry,2020,3,puducherry,239707
puducherry,2020,3,karaikal,26910
puducherry,2020,3,yanam,11054
puducherry,2020,3,mahe,7502
puducherry,2023,3,puducherry,491130
puducherry,2023,3,karaikal,58040
puducherry,2023,3,yanam,22161
puducherry,2023,3,mahe,15219
puducherry,2018,3,puducherry,68634
puducherry,2018,3,karaikal,7174
puducherry,2018,3,yanam,3926
puducherry,2018,3,mahe,1812
puducherry,2019,3,puducherry,150642
puducherry,2019,3,karaikal,15875
puducherry,2019,3,yanam,7342
puducherry,2019,3,mahe,4009
puducherry,2022,3,puducherry,415847
puducherry,2022,3,karaikal,49034
puducherry,2022,3,yanam,18606
puducherry,2022,3,mahe,13083
goa,2021,3,north goa,403952
goa,2021,3,south goa,249506
goa,2020,3,north goa,294195
goa,2020,3,south goa,180767
goa,2023,3,north goa,593176
goa,2023,3,south goa,368655
goa,2018,3,north goa,95307
goa,2018,3,south goa,58495
goa,2019,3,north goa,197361
goa,2019,3,south goa,119833
goa,2022,3,north goa,504946
goa,2022,3,south goa,312884
tripura,2021,3,west tripura,202122
tripura,2021,3,sepahijala,54797
tripura,2021,3,south tripura,54747
tripura,2021,3,north tripura,51321
tripura,2021,3,gomati,46535
tripura,2021,3,dhalai,40679
tripura,2021,3,khowai,31900
tripura,2021,3,unakoti,27828
tripura,2020,3,west tripura,151432
tripura,2020,3,south tripura,40797
tripura,2020,3,sepahijala,39970
tripura,2020,3,north tripura,37284
tripura,2020,3,gomati,34073
tripura,2020,3,dhalai,29515
tripura,2020,3,khowai,23565
tripura,2020,3,unakoti,20095
tripura,2023,3,west tripura,303494
tripura,2023,3,sepahijala,84329
tripura,2023,3,south tripura,83713
tripura,2023,3,north tripura,78079
tripura,2023,3,gomati,71255
tripura,2023,3,dhalai,62353
tripura,2023,3,khowai,48652
tripura,2023,3,unakoti,42803
tripura,2018,3,west tripura,53531
tripura,2018,3,south tripura,12286
tripura,2018,3,sepahijala,10803
tripura,2018,3,gomati,10168
tripura,2018,3,north tripura,9771
tripura,2018,3,dhalai,8039
tripura,2018,3,khowai,6816
tripura,2018,3,unakoti,5460
tripura,2019,3,west tripura,104949
tripura,2019,3,south tripura,26573
tripura,2019,3,sepahijala,24332
tripura,2019,3,north tripura,22522
tripura,2019,3,gomati,21722
tripura,2019,3,dhalai,18140
tripura,2019,3,khowai,15092
tripura,2019,3,unakoti,12126
tripura,2022,3,west tripura,255161
tripura,2022,3,sepahijala,70255
tripura,2022,3,south tripura,70107
tripura,2022,3,north tripura,65452
tripura,2022,3,gomati,59506
tripura,2022,3,dhalai,52074
tripura,2022,3,khowai,40758
tripura,2022,3,unakoti,35830
gujarat,2021,3,ahmadabad,3445024
gujarat,2021,3,surat,2830392
gujarat,2021,3,vadodara,1210266
gujarat,2021,3,rajkot,782611
gujarat,2021,3,gandhinagar,706654
gujarat,2021,3,banas kantha,698841
gujarat,2021,3,bharuch,634589
gujarat,2021,3,kachchh,587589
gujarat,2021,3,mahesana,578072
gujarat,2021,3,valsad,565423
gujarat,2020,3,ahmadabad,2580178
gujarat,2020,3,surat,2092712
gujarat,2020,3,vadodara,901492
gujarat,2020,3,rajkot,573062
gujarat,2020,3,gandhinagar,529771
gujarat,2020,3,banas kantha,501471
gujarat,2020,3,bharuch,462292
gujarat,2020,3,mahesana,427950
gujarat,2020,3,kachchh,423729
gujarat,2020,3,valsad,410740
gujarat,2023,3,ahmadabad,5105557
gujarat,2023,3,surat,4238878
gujarat,2023,3,vadodara,1789238
gujarat,2023,3,rajkot,1167848
gujarat,2023,3,banas kantha,1074757
gujarat,2023,3,gandhinagar,1044993
gujarat,2023,3,bharuch,955541
gujarat,2023,3,kachchh,888857
gujarat,2023,3,mahesana,864845
gujarat,2023,3,valsad,852301
gujarat,2018,3,ahmadabad,919252
gujarat,2018,3,surat,808005
gujarat,2018,3,vadodara,335125
gujarat,2018,3,rajkot,215459
gujarat,2018,3,gandhinagar,190882
gujarat,2018,3,bharuch,169322
gujarat,2018,3,banas kantha,159591
gujarat,2018,3,kachchh,158762
gujarat,2018,3,mahesana,157274
gujarat,2018,3,bhavnagar,141243
gujarat,2019,3,ahmadabad,1848860
gujarat,2019,3,surat,1481391
gujarat,2019,3,vadodara,637678
gujarat,2019,3,rajkot,384852
gujarat,2019,3,gandhinagar,372464
gujarat,2019,3,bharuch,315856
gujarat,2019,3,banas kantha,301373
gujarat,2019,3,mahesana,286652
gujarat,2019,3,kachchh,285519
gujarat,2019,3,valsad,266134
gujarat,2022,3,ahmadabad,4319512
gujarat,2022,3,surat,3567767
gujarat,2022,3,vadodara,1515556
gujarat,2022,3,rajkot,986904
gujarat,2022,3,banas kantha,896869
gujarat,2022,3,gandhinagar,885535
gujarat,2022,3,bharuch,803845
gujarat,2022,3,kachchh,747079
gujarat,2022,3,mahesana,729723
gujarat,2022,3,valsad,716467
bihar,2021,3,patna,2156402
bihar,2021,3,muzaffarpur,842701
bihar,2021,3,purbi champaran,794120
bihar,2021,3,gaya,673356
bihar,2021,3,pashchim champaran,602251
bihar,2021,3,saran,588276
bihar,2021,3,madhubani,587337
bihar,2021,3,samastipur,586990
bihar,2021,3,darbhanga,586251
bihar,2021,3,vaishali,536933
bihar,2020,3,patna,1625305
bihar,2020,3,muzaffarpur,617383
bihar,2020,3,purbi champaran,570592
bihar,2020,3,gaya,493207
bihar,2020,3,pashchim champaran,435319
bihar,2020,3,madhubani,425154
bihar,2020,3,saran,424821
bihar,2020,3,samastipur,424696
bihar,2020,3,darbhanga,424611
bihar,2020,3,vaishali,391002
bihar,2023,3,patna,3224750
bihar,2023,3,muzaffarpur,1287940
bihar,2023,3,purbi champaran,1234014
bihar,2023,3,gaya,1028527
bihar,2023,3,pashchim champaran,934834
bihar,2023,3,saran,908065
bihar,2023,3,samastipur,905652
bihar,2023,3,madhubani,901607
bihar,2023,3,darbhanga,896190
bihar,2023,3,vaishali,824848
bihar,2018,3,patna,684421
bihar,2018,3,muzaffarpur,211519
bihar,2018,3,purbi champaran,162122
bihar,2018,3,gaya,160375
bihar,2018,3,samastipur,134680
bihar,2018,3,darbhanga,132803
bihar,2018,3,bhagalpur,131270
bihar,2018,3,nalanda,128472
bihar,2018,3,pashchim champaran,124955
bihar,2018,3,saran,123407
bihar,2019,3,patna,1180262
bihar,2019,3,muzaffarpur,396343
bihar,2019,3,purbi champaran,330361
bihar,2019,3,gaya,315649
bihar,2019,3,samastipur,262875
bihar,2019,3,darbhanga,262421
bihar,2019,3,saran,260966
bihar,2019,3,pashchim champaran,256491
bihar,2019,3,madhubani,255761
bihar,2019,3,bhagalpur,249214
bihar,2022,3,patna,2716533
bihar,2022,3,muzaffarpur,1077200
bihar,2022,3,purbi champaran,1025772
bihar,2022,3,gaya,859903
bihar,2022,3,pashchim champaran,777977
bihar,2022,3,saran,756293
bihar,2022,3,samastipur,754322
bihar,2022,3,madhubani,753153
bihar,2022,3,darbhanga,749430
bihar,2022,3,vaishali,688248
assam,2021,3,kamrup metropolitan,677223
assam,2021,3,nagaon,233909
assam,2021,3,barpeta,207997
assam,2021,3,cachar,200721
assam,2021,3,sonitpur,184448
assam,2021,3,dibrugarh,184280
assam,2021,3,kamrup,172652
assam,2021,3,tinsukia,156657
assam,2021,3,jorhat,135179
assam,2021,3,dhubri,119554
assam,2020,3,kamrup metropolitan,499403
assam,2020,3,nagaon,168903
assam,2020,3,barpeta,150166
assam,2020,3,cachar,143851
assam,2020,3,dibrugarh,134339
assam,2020,3,sonitpur,134006
assam,2020,3,kamrup,124944
assam,2020,3,tinsukia,113239
assam,2020,3,jorhat,99517
assam,2020,3,dhubri,84816
assam,2023,3,kamrup metropolitan,1014178
assam,2023,3,nagaon,360999
assam,2023,3,barpeta,321557
assam,2023,3,cachar,308182
assam,2023,3,sonitpur,281112
assam,2023,3,dibrugarh,278740
assam,2023,3,kamrup,265357
assam,2023,3,tinsukia,239058
assam,2023,3,jorhat,204393
assam,2023,3,dhubri,186435
assam,2018,3,kamrup metropolitan,164101
assam,2018,3,barpeta,41158
assam,2018,3,cachar,40888
assam,2018,3,dibrugarh,40711
